ì˙ït,ójì˙_x,ë‰îÑè„çáåv,ë‰îÑè„,ë‰ëeóòçáåv,ë‰ëeóò,ë≈çû,ëçë≈çû,óòâvó¶,óLå¯S,ì¸è‹S1,BA,MY,èoã ó¶,ãqëÿó¶,ã íPâø,ã óò,äÑêî,èüó¶,åiïiäzïΩãœ,ë‰êî,å≥ÉtÉ@ÉCÉã,ójì˙_y,ïΩãœãCâ∑,ç≈çÇãCâ∑,ç≈í·ãCâ∑,ì˙è∆éûä‘(éûä‘),ïΩãœåªínãCà≥(hPa),ç≈ëÂïóë¨(m/s),ç≈ëÂïóë¨(m/s).2,ïΩãœïóë¨(m/s),ç~êÖó 
2023/8/14,åé,12119400,20896,2555762,4406,24795,14381180,0.2109,5.53,5.76,84.59,12447,0.9611,1.6894,0.843,0.178,8.97,0.4052,18747,580,2023,åé,29.7,35.5,25.4,11.7,999.7,8.2,ìå,3.4,0
2023/8/15,âŒ,13989100,24119,3219171,5550,27889,16175500,0.2301,5.51,5.74,84.24,13401,0.955,1.6922,0.865,0.199,8.81,0.4155,21252,580,2023,âŒ,29.4,34.9,25.7,8.4,998.7,5.5,ìåìÏìå,2.6,0
2023/8/16,êÖ,12324900,21250,2122741,3660,24969,14482090,0.1722,5.53,5.76,84.63,12348,0.9517,1.6433,0.851,0.147,8.76,0.3655,18618,580,2023,êÖ,27.4,30.1,25.6,0.1,1001.6,5.2,ìåñkìå,2.1,2
2023/8/17,ñÿ,10680300,18414,2527497,4358,22477,13036920,0.2367,5.53,5.75,84.14,11144,0.9303,1.6052,0.819,0.194,8.24,0.3603,15176,580,2023,ñÿ,27.3,32.2,24.4,5.1,1002.7,5.5,ìåìÏìå,2.2,2
2023/8/18,ã‡,11522800,19867,314124,542,25147,14585380,0.0273,5.52,5.75,84.09,12710,1.0044,1.6718,0.79,0.022,10.12,0.4017,20102,580,2023,ã‡,26.3,28.3,25.1,0,1006,4.5,ìåìÏìå,1.8,223.5
2023/8/19,ìy,13613000,23471,2161185,3726,28086,16290110,0.1588,5.54,5.77,83.84,13470,0.9579,1.6262,0.836,0.133,8.92,0.4,20943,580,2023,ìy,28.3,31.5,25.7,10.3,1009.8,6,ìåìÏìå,2.3,50.5
2023/8/20,ì˙,13399700,23103,2514469,4335,28980,16808570,0.1877,5.54,5.77,84.06,13553,0.9565,1.7516,0.797,0.15,8.8,0.3948,20323,580,2023,ì˙,28.9,32.6,25.6,11.3,1010.1,4.4,ìåìÏìå,2,0
2023/8/21,åé,9933800,17127,1248299,2152,21917,12711790,0.1257,5.53,5.75,84.09,10939,0.9534,1.6043,0.781,0.098,8.81,0.3776,15094,580,2023,åé,28.6,32.8,24.8,10.6,1008.3,5,ìå,2.6,0
2023/8/23,êÖ,11382700,19625,2960698,5105,23224,13469830,0.2601,5.51,5.74,83.9,11481,0.9384,1.6014,0.845,0.22,8.45,0.3534,16583,580,2023,êÖ,27.6,31.3,24.2,3.5,1006.4,4.6,ìå,1.8,3
2023/8/24,ñÿ,11515800,19855,3113117,5367,24699,14325420,0.2703,5.55,5.82,83.82,11581,0.9311,1.6426,0.804,0.217,8.21,0.3621,16294,580,2023,ñÿ,27.3,32.3,24.5,5.9,1008.5,6.7,ìåìÏìå,2.4,0
2023/8/25,ã‡,10739100,18516,1378366,2376,23216,13465110,0.1284,5.55,5.79,84.17,11864,0.9761,1.6197,0.798,0.102,9.38,0.3931,17375,580,2023,ã‡,26.2,28.9,24.4,0.4,1008,5.4,ìåñkìå,2,1
2023/8/26,ìy,13305100,22940,3325859,5734,27609,16013450,0.25,5.57,5.82,84.69,13150,0.9366,1.6722,0.831,0.208,8.33,0.3724,19105,580,2023,ìy,27.1,31.4,23.7,8.1,1006.9,5.8,ñkìå,2.9,4.5
2023/8/27,ì˙,13015300,22440,2758035,4755,27954,16213400,0.2119,5.57,5.81,83.71,13278,0.9447,1.7053,0.803,0.17,8.51,0.3707,19101,580,2023,ì˙,26.8,30.6,23.9,4.7,1006,6.4,ìåñkìå,2.5,12.5
2023/8/28,åé,9081600,15658,1823144,3143,20089,11651380,0.2008,5.55,5.78,83.69,10299,0.9557,1.5948,0.779,0.156,8.88,0.35,13903,580,2023,åé,27.5,31.7,23.7,9.4,1007.3,6.9,ìåìÏìå,2.9,0.5
2023/8/29,âŒ,8820300,15207,1901674,3279,19082,11067790,0.2156,5.55,5.78,83.93,9652,0.9493,1.6199,0.797,0.172,8.69,0.3862,13223,580,2023,âŒ,27.2,31.5,24,6.6,1009.4,7.2,ìåìÏìå,2.8,6.5
2023/8/30,êÖ,9573600,16506,232916,402,21163,12274250,0.0243,5.53,5.75,84.33,11628,0.9908,1.6105,0.78,0.019,9.76,0.3931,16115,580,2023,êÖ,27.7,31.7,25.2,2.8,1009,8.5,ìåìÏìå,4.1,23
2023/8/31,ñÿ,10365000,17871,2665403,4596,21625,12542720,0.2572,5.53,5.77,85.29,10831,0.9394,1.6205,0.826,0.213,8.45,0.3707,15093,580,2023,ñÿ,25.7,28,24.1,0,1010.4,7.9,ìÏìÏìå,2.9,151.5
2023/9/1,ã‡,10575700,18234,2782923,4798,22218,12886430,0.2631,5.53,5.74,84.52,10955,0.9354,1.5882,0.821,0.216,8.37,0.3569,15257,580,2023,ã‡,28.3,30.9,26.3,2.5,1010.7,6.1,ìåìÏìå,3.3,0.5
2023/9/2,ìy,12665400,21837,1719748,2965,27196,15773680,0.1358,5.54,5.77,84.13,13064,0.9583,1.6574,0.803,0.109,8.91,0.381,19453,580,2023,ìy,27.7,30.6,25.2,4.9,1010.1,5.6,ìåìÏìå,2.6,2
2023/9/3,ì˙,13433000,23160,2106658,3632,28120,16309740,0.1568,5.51,5.75,84.4,13469,0.9602,1.7003,0.824,0.129,8.94,0.4155,20696,580,2023,ì˙,27.3,31.5,23.9,10.5,1009.8,5.4,ìåñkìå,2.8,3
2023/9/4,åé,10707000,18460,2251639,3882,22470,13032530,0.2103,5.54,5.76,84.15,11084,0.9497,1.5734,0.822,0.173,8.75,0.3724,16150,580,2023,åé,28.9,34.8,22.9,11.4,1005.9,4.8,ñkêº,2.8,0
2023/9/6,êÖ,11996600,20684,3268046,5635,23407,13575850,0.2724,5.52,5.75,84.24,11623,0.9474,1.5779,0.884,0.241,8.68,0.3638,17951,580,2023,êÖ,27.5,32.1,23.5,8.1,1004,4.4,ìåìÏìå,2.2,1
2023/9/7,ñÿ,11137200,19202,2739078,4723,23509,13635080,0.2459,5.56,5.82,84.03,11438,0.9218,1.6037,0.817,0.201,8.03,0.331,15413,580,2023,ñÿ,27.7,31.8,24.1,11.7,1005.8,7.3,ìåñkìå,2.9,0
2023/9/8,ã‡,9688100,16704,1618364,2790,21324,12367940,0.167,5.58,5.82,84.62,10590,0.9587,1.6,0.783,0.131,8.94,0.3948,14938,580,2023,ã‡,26.4,31.9,23.7,4.1,1007.3,6.2,ìåìÏìå,2.5,0
2023/9/9,ìy,14047900,24221,3637131,6271,28987,16812580,0.2589,5.55,5.77,84.15,13369,0.934,1.692,0.836,0.216,8.24,0.3724,19948,580,2023,ìy,26.3,30.2,22.8,9.9,1008,4.8,ìåìÏìå,2.7,0
2023/9/10,ì˙,12414600,21404,2694462,4646,25743,14930900,0.217,5.57,5.8,84.59,12259,0.9483,1.681,0.831,0.18,8.64,0.3638,18486,580,2023,ì˙,25.8,30.5,22.4,7.6,1008.2,7.9,ìåñkìå,2.8,2
2023/9/11,åé,9959000,17171,1925675,3320,21565,12507820,0.1934,5.56,5.79,84.27,10837,0.9515,1.6144,0.796,0.154,8.76,0.3603,15044,580,2023,åé,25.8,30,22.3,8.9,1007.9,5.6,ìåìÏìå,2.4,3.5
2023/9/12,âŒ,9007600,15530,1728503,2980,19324,11207660,0.1919,5.55,5.77,84.25,9911,0.9555,1.6416,0.804,0.154,8.84,0.3621,13725,580,2023,âŒ,26,30.5,22.7,3.9,1009.1,6.1,ìå,2.6,3.5
2023/9/13,êÖ,9105800,15700,2352518,4056,19835,11504140,0.2584,5.55,5.78,84.2,9780,0.9223,1.5961,0.792,0.204,8.03,0.3638,12608,580,2023,êÖ,25,27.1,23.7,0.2,1010.2,4.7,ìåñkìå,2.1,68.5
2023/9/14,ñÿ,8759700,15103,1741207,3002,19258,11169890,0.1988,5.55,5.78,83.87,9834,0.9526,1.6188,0.784,0.156,8.77,0.3759,13247,580,2023,ñÿ,26.5,30.1,23.9,1.2,1010.9,4.2,ìåìÏìå,1.6,4
2023/9/15,ã‡,8831300,15226,1082532,1866,19795,11481200,0.1226,5.54,5.75,84.34,10186,0.9725,1.6089,0.769,0.094,9.29,0.3914,14141,580,2023,ã‡,27.4,31.1,24.4,8.1,1012.3,6.1,ìÏìå,2.1,0
2023/9/16,ìy,11207200,19323,1276965,2202,24496,14207920,0.1139,5.56,5.8,84.1,12015,0.9689,1.7094,0.789,0.09,9.16,0.4,17692,580,2023,ìy,27.9,32.1,24.1,9.2,1012.6,5.4,ìÏìå,2.3,0
2023/9/17,ì˙,12271500,21158,2035669,3510,26957,15635130,0.1659,5.55,5.78,84.25,12909,0.9676,1.7345,0.785,0.13,9.11,0.3983,19270,580,2023,ì˙,26.9,31.5,23.7,7.3,1011.8,7.2,ìÏìå,2.4,5.5
2023/9/18,åé,12163600,20972,3366213,5804,26341,15277570,0.2767,5.57,5.8,83.93,11949,0.9258,1.6571,0.796,0.22,8.06,0.3672,16895,580,2023,åé,26.8,31.5,23.5,6.7,1012.6,6.1,ìåìÏìå,2.4,8
2023/9/19,âŒ,11863900,20455,2518755,4343,25063,14536300,0.2123,5.58,5.8,84.54,11978,0.9473,1.5745,0.816,0.173,8.67,0.3707,17744,580,2023,âŒ,27.1,31.4,23.5,9.4,1013.2,6.1,ìÏìå,2.2,0
2023/9/21,ñÿ,10902700,18798,1955982,3372,22608,13112830,0.1794,5.59,5.83,83.94,11250,0.9478,1.5793,0.831,0.149,8.68,0.3621,16322,580,2023,ñÿ,28.6,34.6,24.6,7.1,1008.8,8.5,êºìÏêº,4,0
2023/9/22,ã‡,10624200,18318,821319,1416,23293,13509940,0.0773,5.58,5.81,83.92,11410,0.9946,1.6437,0.786,0.061,9.86,0.4259,18055,580,2023,ã‡,27.1,30.3,24.5,6.6,1010.8,5.4,ìåìÏìå,3,0
2023/9/23,ìy,13867500,23909,3780131,6517,28836,16724890,0.2726,5.61,5.88,84.27,13339,0.9215,1.6696,0.829,0.226,7.95,0.3776,19000,580,2023,ìy,24.7,27.6,21.4,0.2,1012.6,5.5,ìåñkìå,2.7,29.5
2023/9/24,ì˙,12950600,22329,2100223,3621,26806,15547410,0.1622,5.61,5.86,83.87,13260,0.9595,1.6652,0.833,0.135,8.93,0.3948,19933,580,2023,ì˙,25.1,28.5,22.4,9.8,1013.2,8.1,ìåñkìå,3.7,0.5
2023/9/25,åé,11161300,19244,2511630,4330,23812,13811000,0.225,5.57,5.81,84.81,11340,0.9337,1.6174,0.808,0.182,8.3,0.369,15972,580,2023,åé,24.8,28.3,22.6,0.7,1012.6,5.5,ìåñkìå,2.8,15.5
2023/9/26,âŒ,10499800,18103,2131839,3676,20950,12151000,0.203,5.57,5.8,84.38,10910,0.9459,1.5869,0.864,0.175,8.64,0.3638,15633,580,2023,âŒ,26.2,29.4,23.9,2.4,1012.5,5.6,ìå,2.7,1
2023/9/27,êÖ,9674600,16680,2329171,4016,21106,12241480,0.2408,5.58,5.82,84.44,10231,0.9428,1.6434,0.79,0.19,8.51,0.3552,14194,580,2023,êÖ,26.1,30.9,22,9.4,1010.6,5,ìÏìå,2.5,0
2023/9/28,ñÿ,10288000,17738,1475804,2544,21010,12185700,0.1434,5.56,5.78,85.14,11311,0.9709,1.5702,0.844,0.121,9.27,0.369,16443,580,2023,ñÿ,26.8,30.6,23.2,10.1,1010.6,5.4,ìåìÏìå,2.9,1
2023/9/29,ã‡,10643600,18351,1128725,1946,22250,12905120,0.106,5.57,5.79,84.02,11219,0.9873,1.6286,0.825,0.087,9.67,0.3983,17739,580,2023,ã‡,25.8,29.5,23.5,6.2,1011.2,4.1,ìå,2.4,0
2023/9/30,ìy,13197700,22755,1959545,3379,26849,15572390,0.1485,5.54,5.77,84.41,13255,0.9659,1.666,0.848,0.126,9.1,0.4293,20707,580,2023,ìy,27,32.8,23.1,9.1,1008,4.6,êºìÏêº,2.4,0
2023/10/1,ì˙,13816600,23822,2715126,4681,28441,16495540,0.1965,5.55,5.78,84.89,14145,0.9663,1.6905,0.838,0.165,9.1,0.419,21681,580,2023,ì˙,24.9,27.1,21.6,0.9,1008.2,4.4,ìå,2.7,0
2023/10/2,åé,11401300,19657,2496330,4304,23970,13902710,0.219,5.55,5.77,84.65,11827,0.9448,1.6063,0.82,0.18,8.59,0.3759,16887,580,2023,åé,21.9,26.9,17.7,9.4,1012.6,6.3,ñkìå,2.6,0
2023/10/4,êÖ,11190800,19294,2855543,4923,23595,13684940,0.2552,5.54,5.76,84.11,11351,0.9309,1.5827,0.818,0.209,8.27,0.3603,15949,580,2023,êÖ,23.8,27.8,21,1.1,1009.9,4,ìåìÏìå,2,0.5
2023/10/5,ñÿ,12148800,20946,1675566,2889,24273,14078320,0.1379,5.59,5.83,84.9,12026,0.9628,1.5794,0.863,0.119,9.07,0.3897,19002,580,2023,ñÿ,23.2,28.2,17.2,5.2,1008.6,5.6,êº,2.6,0
2023/10/6,ã‡,10546000,18183,2073014,3574,21407,12416340,0.1966,5.53,5.75,84.91,11008,0.9523,1.5793,0.849,0.167,8.81,0.3966,16015,580,2023,ã‡,19.7,24.9,14.1,10.8,1014,4.1,ìå,2.3,0
2023/10/7,ìy,13430400,23156,3524201,6076,26642,15452170,0.2624,5.55,5.79,84.87,12642,0.9231,1.6559,0.869,0.228,8.01,0.3534,18550,580,2023,ìy,20.2,25.3,17.6,0.9,1017.5,5,ñkìå,2.6,4
2023/10/8,ì˙,14359700,24758,1794357,3094,30024,17414160,0.125,5.57,5.8,84.67,14742,0.979,1.7451,0.825,0.103,9.42,0.431,23323,580,2023,ì˙,17.2,18.8,15.5,0,1017.7,6.3,ñkñkìå,3.3,87
2023/10/9,åé,13789100,23774,3707979,6393,27294,15830760,0.2689,5.52,5.75,84.42,13150,0.9199,1.6259,0.871,0.234,7.97,0.3586,18950,580,2023,åé,20.7,23.4,17.9,0,1013.2,3.1,êºñkêº,1.5,4.5
2023/10/10,âŒ,10417900,17962,2748703,4739,20648,11975650,0.2638,5.51,5.73,84.35,10370,0.9253,1.5752,0.87,0.23,8.14,0.3569,14618,580,2023,âŒ,22.7,27.1,18.3,9.8,1013.6,5.5,ìå,2.4,0
2023/10/11,êÖ,9899800,17069,1909434,3292,19714,11433950,0.1929,5.52,5.74,85.24,10223,0.9445,1.5753,0.866,0.167,8.62,0.3466,14705,580,2023,êÖ,20,24.6,16.4,4.9,1018.1,6,ñkìå,3,0
2023/10/12,ñÿ,9890400,17052,1777265,3064,20584,11938750,0.1797,5.53,5.75,83.88,10800,0.9483,1.5895,0.828,0.149,8.69,0.3655,14820,580,2023,ñÿ,19.3,25.6,13.8,10.9,1017.8,7.1,ìåñkìå,3.8,0
2023/10/13,ã‡,11757100,20271,2435569,4199,24038,13942310,0.2072,5.55,5.78,84.09,11766,0.9349,1.579,0.843,0.175,8.37,0.3707,16961,580,2023,ã‡,18.5,23.7,14.1,1.7,1013.9,5.4,ìåñkìå,2.5,0
2023/10/14,ìy,15726600,27115,2624342,4525,31608,18332690,0.1669,5.65,5.91,84.35,14680,0.9662,1.6695,0.858,0.143,9.11,0.419,24695,580,2023,ìy,19.2,21.4,17.6,0,1008.5,3.6,êºñkêº,1.8,1
2023/10/15,ì˙,14116400,24339,3078381,5308,29619,17178810,0.2181,5.57,5.82,84.38,13385,0.9451,1.6848,0.822,0.179,8.54,0.3914,20791,580,2023,ì˙,20.7,26.5,16.2,10.7,1007.9,9.1,êº,4.5,0
2023/10/16,åé,11359000,19584,2766523,4770,23299,13513210,0.2436,5.54,5.77,84,11408,0.94,1.5919,0.841,0.205,8.49,0.3655,16626,580,2023,åé,20.1,26.8,14.7,9.4,1012.2,5.8,êºìÏêº,3.3,0
2023/10/18,êÖ,10578700,18239,1955986,3372,21507,12473900,0.1849,5.52,5.75,84.47,10837,0.9461,1.5796,0.848,0.157,8.64,0.3983,15767,580,2023,êÖ,19.6,25.2,14.2,9.1,1018.7,4.8,ìåìÏìå,2.8,0
2023/10/19,ñÿ,12030200,20742,2406559,4149,24780,14372400,0.2,5.61,5.87,84.89,11774,0.9489,1.5891,0.837,0.167,8.7,0.3897,18044,580,2023,ñÿ,20.3,26.9,15.1,10.7,1016.2,4.6,ìÏìå,2.9,0
2023/10/20,ã‡,11480400,19794,2996471,5166,23200,13456210,0.261,5.59,5.81,83.93,11376,0.9184,1.566,0.853,0.223,7.99,0.3448,15808,580,2023,ã‡,18.7,23.3,15,0.8,1011.1,7.8,êº,3.7,1
2023/10/21,ìy,13893700,23955,1577228,2719,29115,16886450,0.1135,5.62,5.88,84.04,13971,0.9704,1.661,0.823,0.093,9.22,0.3776,22079,580,2023,ìy,15.9,22.2,11.2,10.8,1017,5.5,êº,3,0
2023/10/22,ì˙,12780400,22035,1514269,2611,26670,15468350,0.1185,5.62,5.86,84.5,13115,0.9674,1.6849,0.826,0.098,9.13,0.419,20120,580,2023,ì˙,15.6,22.3,8.6,10.8,1021.4,5,ìåìÏìå,2.9,0
2023/10/23,åé,10034200,17300,2500791,4312,21637,12549300,0.2492,5.57,5.8,84.61,10516,0.9435,1.6042,0.8,0.199,8.54,0.3569,14782,580,2023,åé,17.6,23.8,12.3,10.6,1020.8,4.6,ìåìÏìå,3,0
2023/10/24,âŒ,10762100,18555,2103637,3627,22142,12842090,0.1955,5.59,5.83,84.34,11233,0.9696,1.548,0.838,0.164,9.24,0.4207,17149,580,2023,âŒ,17.9,24.5,12.1,9.9,1018.1,5,ìåìÏìå,3.1,0
2023/10/25,êÖ,9746800,16805,692548,1194,20046,11626450,0.0711,5.56,5.79,83.84,10536,0.9958,1.6137,0.838,0.06,9.89,0.4172,16619,580,2023,êÖ,17.8,24.1,11.3,10.3,1015.3,4.6,êºñkêº,2.9,0
2023/10/26,ñÿ,10803900,18627,3165797,5458,21593,12524130,0.293,5.55,5.8,83.8,10570,0.9149,1.5744,0.863,0.253,7.89,0.3345,14703,580,2023,ñÿ,17.5,25.7,11.7,10.5,1013.8,4,êºñkêº,2.5,0
2023/10/27,ã‡,10771700,18572,1689321,2913,22572,13091520,0.1568,5.58,5.81,85.32,11216,0.9525,1.5646,0.823,0.129,8.82,0.3966,16374,580,2023,ã‡,16.6,25.4,12.3,7.6,1011.4,14.3,ñkêº,4,1.5
2023/10/28,ìy,13640900,23519,2257573,3892,28829,16720700,0.1655,5.56,5.8,84.82,13502,0.972,1.7119,0.816,0.135,9.24,0.4155,21731,580,2023,ìy,17.4,23.3,12.4,10.1,1013.5,5.2,êºñkêº,2.9,0
2023/10/29,ì˙,14340100,24724,3133854,5403,28400,16471800,0.2185,5.55,5.81,84.94,13568,0.9662,1.7008,0.871,0.19,9.09,0.4138,22484,580,2023,ì˙,16.2,22.2,10.6,10.4,1017.8,5.5,ñkìå,2.7,0
2023/10/30,åé,10198800,17584,2268644,3911,22002,12761400,0.2224,5.53,5.77,84.22,11014,0.9575,1.6361,0.799,0.178,8.89,0.3741,15631,580,2023,åé,15.6,22.1,10.2,5.3,1019.8,4.2,êºñkêº,2.7,0
2023/10/31,âŒ,9802700,16901,1979908,3414,20658,11981800,0.202,5.56,5.77,84.82,10499,0.9348,1.5975,0.818,0.165,8.35,0.3828,14117,580,2023,âŒ,17.3,23.3,11.9,9.1,1020.7,4.2,ìåìÏìå,2.7,0
2023/11/1,êÖ,9285700,16010,1464744,2525,19361,11229490,0.1577,5.58,5.8,84.22,10330,0.9747,1.5911,0.827,0.13,9.35,0.3966,14977,580,2023,êÖ,17.4,24.9,11.6,10.4,1020.2,4.9,ñkêº,2.8,0
2023/11/2,ñÿ,10844900,18698,2361464,4071,22459,13026190,0.2177,5.56,5.79,84.5,11231,0.9567,1.5679,0.833,0.181,8.92,0.3862,16678,580,2023,ñÿ,17.7,26.1,11.2,10.3,1018.6,5.1,êºñkêº,3.1,0
2023/11/3,ã‡,13217300,22788,3084368,5318,26883,15592300,0.2334,5.52,5.77,84.36,12703,0.9359,1.6168,0.848,0.198,8.36,0.369,19053,580,2023,ã‡,18.3,26.2,10.9,10,1017.4,5.7,ìÏìå,3.3,0
2023/11/4,ìy,12840800,22139,2905117,5009,26711,15492140,0.2262,5.51,5.75,84.56,12834,0.9609,1.6722,0.829,0.188,8.96,0.4086,19832,580,2023,ìy,19.4,26.5,13.7,6.9,1019.4,4.6,êºñkêº,2.6,0
2023/11/5,ì˙,13121800,22624,3652948,6298,27451,15921780,0.2784,5.51,5.74,84.09,12991,0.9379,1.695,0.824,0.229,8.34,0.369,18879,580,2023,ì˙,21.1,26.8,15.6,6.2,1019.2,7.3,ìå,3,0
2023/11/6,åé,11083100,19109,2765651,4768,23704,13748370,0.2495,5.52,5.74,83.86,11734,0.9431,1.6067,0.806,0.201,8.55,0.3534,16346,580,2023,åé,22.3,29,18.2,2.8,1012.6,7.8,êºìÏêº,3.6,0.5
2023/11/8,êÖ,10594800,18267,2423558,4179,22725,13180530,0.2287,5.52,5.72,84.27,10699,0.9362,1.5697,0.804,0.184,8.4,0.3448,15340,580,2023,êÖ,15.6,21.1,10.4,7,1019.4,4.1,êºñkêº,2.4,0
2023/11/9,ñÿ,9829200,16947,2039389,3516,22022,12772930,0.2075,5.58,5.82,84.16,10458,0.9422,1.6279,0.77,0.16,8.5,0.3776,14404,580,2023,ñÿ,18.4,25.1,14.8,4.3,1019.8,3.8,êºñkêº,2.1,0
2023/11/10,ã‡,11497400,19823,1472115,2538,23238,13478260,0.128,5.57,5.81,84.16,11602,0.964,1.6182,0.853,0.109,9.07,0.4086,17985,580,2023,ã‡,18.7,22.6,16.1,0.1,1014.7,4.2,ñkêº,1.9,21
2023/11/11,ìy,13987200,24116,4235387,7302,28965,16799480,0.3028,5.57,5.82,84.42,13492,0.9421,1.695,0.833,0.252,8.45,0.4086,20378,580,2023,ìy,17,21.2,14.4,4.6,1018.6,4.8,êºñkêº,2,0
2023/11/12,ì˙,12597100,21719,2251020,3881,26559,15404500,0.1787,5.58,5.81,84.32,12890,0.9545,1.6987,0.818,0.146,8.78,0.4155,19072,580,2023,ì˙,15.1,19.9,10.4,6.3,1018.5,8.5,êºñkêº,4.6,0
2023/11/13,åé,9792800,16884,1709787,2948,20416,11841510,0.1746,5.6,5.84,84.29,10603,0.979,1.6108,0.827,0.144,9.46,0.3862,15966,580,2023,åé,11.3,16.1,6.6,10.2,1020.9,9.9,êºñkêº,3.4,0
2023/11/14,âŒ,8829400,15223,1824569,3146,19140,11101440,0.2066,5.57,5.8,84.78,9573,0.9549,1.6099,0.795,0.164,8.84,0.369,13455,580,2023,âŒ,12.1,19.2,4.7,7.2,1022.9,5.4,ñkêº,3.1,0
2023/11/15,êÖ,10232100,17642,1832001,3159,20502,11891360,0.179,5.57,5.8,84.61,10756,0.9789,1.6308,0.86,0.154,9.45,0.4069,16671,580,2023,êÖ,13.3,19.2,8.8,9.9,1023.7,5.8,êºñkêº,2.9,0
2023/11/16,ñÿ,10080600,17380,1575396,2716,20925,12136740,0.1563,5.54,5.77,84.38,10979,0.9811,1.6049,0.831,0.13,9.51,0.3759,16536,580,2023,ñÿ,13.9,19.9,8,3.1,1019.4,5,êºñkêº,2.5,7.5
2023/11/17,ã‡,11247000,19391,1937845,3341,24236,14057060,0.1723,5.56,5.79,84.41,11542,0.9461,1.6223,0.8,0.138,8.61,0.3655,16698,580,2023,ã‡,12.7,17.5,8.9,5.8,1011.4,9.8,êº,4.8,3.5
2023/11/18,ìy,14490700,24984,3224402,5559,29583,17158340,0.2225,5.58,5.8,84.26,13767,0.9638,1.6866,0.845,0.188,9.04,0.3862,22574,580,2023,ìy,10.8,13.6,6.9,9.2,1013.1,13.1,êºñkêº,6.3,0
2023/11/19,ì˙,13564000,23386,2483725,4282,28944,16787720,0.1831,5.61,5.84,84.79,13765,0.9498,1.7276,0.808,0.148,8.63,0.3724,20183,580,2023,ì˙,12.7,19,5.9,9.9,1016.9,8.3,êºìÏêº,4.1,0
2023/11/20,åé,10707300,18461,1531249,2640,22124,12831790,0.143,5.55,5.79,84.85,11490,0.9897,1.6302,0.834,0.119,9.73,0.4034,17968,580,2023,åé,13.8,21.5,8.4,9.8,1018.8,4.8,êº,2.8,0
2023/11/22,êÖ,10130800,17467,1755526,3027,21601,12528380,0.1733,5.58,5.8,84.31,10479,0.9675,1.6282,0.809,0.14,9.15,0.369,15984,580,2023,êÖ,15.8,22.5,9.9,8,1017.2,4.8,êºñkêº,2.7,0
2023/11/23,ñÿ,14225000,24526,3558051,6135,28319,16424990,0.2501,5.54,5.77,84.66,13477,0.9464,1.6656,0.866,0.217,8.6,0.3931,21084,580,2023,ñÿ,17.8,24.7,10.6,9.4,1013.8,7.3,êº,3.6,0
2023/11/24,ã‡,11215900,19338,358919,619,23531,13647760,0.032,5.56,5.77,84.79,12229,0.9951,1.6707,0.822,0.026,9.87,0.4052,19086,580,2023,ã‡,15.6,19.2,8.9,9.7,1016.8,8.4,êº,5.7,0
2023/11/25,ìy,13653600,23541,1923893,3317,27535,15970140,0.1409,5.56,5.79,84.68,13302,0.9616,1.6999,0.855,0.12,8.97,0.3759,21125,580,2023,ìy,9.4,15,3.5,9.8,1024.9,4.2,êºñkêº,2.5,0
2023/11/26,ì˙,13719900,23655,3592720,6194,26538,15391800,0.2619,5.53,5.75,84.48,12577,0.9238,1.6723,0.891,0.233,8.02,0.3655,18974,580,2023,ì˙,12.3,18.9,6.1,7.2,1021.4,4.6,êºñkêº,2.5,0
2023/11/27,åé,11266300,19425,3065738,5286,20854,12095220,0.2721,5.51,5.72,84.49,10938,0.949,1.5854,0.931,0.253,8.73,0.3759,16964,580,2023,åé,15.9,21.8,12.8,7.7,1014.3,6.4,êºìÏêº,2.6,2.5
2023/11/28,âŒ,9559700,16482,2392959,4126,18083,10487930,0.2503,5.51,5.72,84.54,9906,0.9294,1.5475,0.911,0.228,8.3,0.3552,13682,580,2023,âŒ,15.4,19.5,10.1,9.3,1016.9,11.6,êº,5.1,0
2023/11/29,êÖ,10110900,17433,1690138,2914,19899,11541530,0.1672,5.52,5.73,83.96,10460,0.9434,1.5764,0.876,0.146,8.6,0.3776,14988,580,2023,êÖ,12.2,19.1,7.3,5.3,1020.8,6.2,êº,2.7,0
2023/11/30,ñÿ,9412600,16229,2077753,3582,18195,10553180,0.2207,5.52,5.74,85.52,9662,0.931,1.5786,0.892,0.197,8.3,0.369,13463,580,2023,ñÿ,11.6,16.8,8.6,4.9,1019.3,9.1,êº,4.6,0
2023/12/1,ã‡,9842400,16970,1062157,1831,19496,11307590,0.1079,5.55,5.77,84.25,10448,0.9769,1.5973,0.87,0.094,9.41,0.3931,15975,580,2023,ã‡,9.6,14.1,5.6,5,1020.1,9.3,êº,4.4,0
2023/12/2,ìy,12290600,21191,1537854,2651,25673,14890120,0.1251,5.52,5.75,84.68,12817,0.9634,1.674,0.825,0.103,9.03,0.3983,19136,580,2023,ìy,8.5,15.2,4.2,9.3,1022.7,5.1,êºñkêº,2.5,0
2023/12/3,ì˙,11932600,20573,2339225,4033,24078,13965150,0.196,5.57,5.8,84.1,11910,0.9439,1.6783,0.854,0.168,8.54,0.3483,17561,580,2023,ì˙,9.7,17.5,3.6,9.1,1022.6,6.3,êºñkêº,3.3,0
