É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2025/06/04 17:48:18

,,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË,ã{çË
2023/10/8,ì˙,17.2,8,1,18.8,8,1,15.5,8,1,0.0,0,8,1,1017.7,8,1,,0,1,6.3,8,ñkñkìå,8,1,3.3,8,1,87.0,0,8,1
2023/10/9,åé,20.7,8,1,23.4,8,1,17.9,8,1,0.0,0,8,1,1013.2,8,1,,0,1,3.1,8,êºñkêº,8,1,1.5,8,1,4.5,0,8,1
2023/10/10,âŒ,22.7,8,1,27.1,8,1,18.3,8,1,9.8,0,8,1,1013.6,8,1,,0,1,5.5,8,ìå,8,1,2.4,8,1,0.0,0,8,1
2023/10/11,êÖ,20.0,8,1,24.6,8,1,16.4,8,1,4.9,0,8,1,1018.1,8,1,,0,1,6.0,8,ñkìå,8,1,3.0,8,1,0,1,8,1
2023/10/12,ñÿ,19.3,8,1,25.6,8,1,13.8,8,1,10.9,0,8,1,1017.8,8,1,,0,1,7.1,8,ìåñkìå,8,1,3.8,8,1,0,1,8,1
2023/10/13,ã‡,18.5,8,1,23.7,8,1,14.1,8,1,1.7,0,8,1,1013.9,8,1,,0,1,5.4,8,ìåñkìå,8,1,2.5,8,1,0.0,0,8,1
2023/10/14,ìy,19.2,8,1,21.4,8,1,17.6,8,1,0.0,0,8,1,1008.5,8,1,,0,1,3.6,8,êºñkêº,8,1,1.8,8,1,1.0,0,8,1
2023/10/15,ì˙,20.7,8,1,26.5,8,1,16.2,8,1,10.7,0,8,1,1007.9,8,1,,0,1,9.1,8,êº,8,1,4.5,8,1,0,1,8,1
2023/10/16,åé,20.1,8,1,26.8,8,1,14.7,8,1,9.4,0,8,1,1012.2,8,1,,0,1,5.8,8,êºìÏêº,8,1,3.3,8,1,0,1,8,1
2023/10/17,âŒ,19.2,8,1,25.8,8,1,13.9,8,1,10.8,0,8,1,1015.4,8,1,,0,1,4.6,8,ìåìÏìå,8,1,2.7,8,1,0,1,8,1
2023/10/18,êÖ,19.6,8,1,25.2,8,1,14.2,8,1,9.1,0,8,1,1018.7,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.8,8,1,0,1,8,1
2023/10/19,ñÿ,20.3,8,1,26.9,8,1,15.1,8,1,10.7,0,8,1,1016.2,8,1,,0,1,4.6,8,ìÏìå,8,1,2.9,8,1,0,1,8,1
2023/10/20,ã‡,18.7,8,1,23.3,8,1,15.0,8,1,0.8,0,8,1,1011.1,8,1,,0,1,7.8,8,êº,8,1,3.7,8,1,1.0,0,8,1
2023/10/21,ìy,15.9,8,1,22.2,8,1,11.2,8,1,10.8,0,8,1,1017.0,8,1,,0,1,5.5,8,êº,8,1,3.0,8,1,0,1,8,1
2023/10/22,ì˙,15.6,8,1,22.3,8,1,8.6,8,1,10.8,0,8,1,1021.4,8,1,,0,1,5.0,8,ìåìÏìå,8,1,2.9,8,1,0,1,8,1
2023/10/23,åé,17.6,8,1,23.8,8,1,12.3,8,1,10.6,0,8,1,1020.8,8,1,,0,1,4.6,8,ìåìÏìå,8,1,3.0,8,1,0,1,8,1
2023/10/24,âŒ,17.9,8,1,24.5,8,1,12.1,8,1,9.9,0,8,1,1018.1,8,1,,0,1,5.0,8,ìåìÏìå,8,1,3.1,8,1,0,1,8,1
2023/10/25,êÖ,17.8,8,1,24.1,8,1,11.3,8,1,10.3,0,8,1,1015.3,8,1,,0,1,4.6,8,êºñkêº,8,1,2.9,8,1,0,1,8,1
2023/10/26,ñÿ,17.5,8,1,25.7,8,1,11.7,8,1,10.5,0,8,1,1013.8,8,1,,0,1,4.0,8,êºñkêº,8,1,2.5,8,1,0,1,8,1
2023/10/27,ã‡,16.6,8,1,25.4,8,1,12.3,8,1,7.6,0,8,1,1011.4,8,1,,0,1,14.3,8,ñkêº,8,1,4.0,8,1,1.5,0,8,1
2023/10/28,ìy,17.4,8,1,23.3,8,1,12.4,8,1,10.1,0,8,1,1013.5,8,1,,0,1,5.2,8,êºñkêº,8,1,2.9,8,1,0,1,8,1
2023/10/29,ì˙,16.2,8,1,22.2,8,1,10.6,8,1,10.4,0,8,1,1017.8,8,1,,0,1,5.5,8,ñkìå,8,1,2.7,8,1,0,1,8,1
2023/10/30,åé,15.6,8,1,22.1,8,1,10.2,8,1,5.3,0,8,1,1019.8,8,1,,0,1,4.2,8,êºñkêº,8,1,2.7,8,1,0,1,8,1
2023/10/31,âŒ,17.3,8,1,23.3,8,1,11.9,8,1,9.1,0,8,1,1020.7,8,1,,0,1,4.2,8,ìåìÏìå,8,1,2.7,8,1,0,1,8,1
2023/11/1,êÖ,17.4,8,1,24.9,8,1,11.6,8,1,10.4,0,8,1,1020.2,8,1,,0,1,4.9,8,ñkêº,8,1,2.8,8,1,0,1,8,1
2023/11/2,ñÿ,17.7,8,1,26.1,8,1,11.2,8,1,10.3,0,8,1,1018.6,8,1,,0,1,5.1,8,êºñkêº,8,1,3.1,8,1,0,1,8,1
2023/11/3,ã‡,18.3,8,1,26.2,8,1,10.9,8,1,10.0,0,8,1,1017.4,8,1,,0,1,5.7,8,ìÏìå,8,1,3.3,8,1,0,1,8,1
2023/11/4,ìy,19.4,8,1,26.5,8,1,13.7,8,1,6.9,0,8,1,1019.4,8,1,,0,1,4.6,8,êºñkêº,8,1,2.6,8,1,0,1,8,1
2023/11/5,ì˙,21.1,8,1,26.8,8,1,15.6,8,1,6.2,0,8,1,1019.2,8,1,,0,1,7.3,8,ìå,8,1,3.0,8,1,0.0,0,8,1
2023/11/6,åé,22.3,8,1,29.0,8,1,18.2,8,1,2.8,0,8,1,1012.6,8,1,,0,1,7.8,8,êºìÏêº,8,1,3.6,8,1,0.5,0,8,1
2023/11/7,âŒ,18.9,8,1,23.5,8,1,13.2,8,1,5.9,0,8,1,1015.1,8,1,,0,1,7.9,8,êº,8,1,4.5,8,1,0,1,8,1
2023/11/8,êÖ,15.6,8,1,21.1,8,1,10.4,8,1,7.0,0,8,1,1019.4,8,1,,0,1,4.1,8,êºñkêº,8,1,2.4,8,1,0,1,8,1
2023/11/9,ñÿ,18.4,8,1,25.1,8,1,14.8,8,1,4.3,0,8,1,1019.8,8,1,,0,1,3.8,8,êºñkêº,8,1,2.1,8,1,0,1,8,1
2023/11/10,ã‡,18.7,8,1,22.6,8,1,16.1,8,1,0.1,0,8,1,1014.7,8,1,,0,1,4.2,8,ñkêº,8,1,1.9,8,1,21.0,0,8,1
2023/11/11,ìy,17.0,8,1,21.2,8,1,14.4,8,1,4.6,0,8,1,1018.6,8,1,,0,1,4.8,8,êºñkêº,8,1,2.0,8,1,0,1,8,1
2023/11/12,ì˙,15.1,8,1,19.9,8,1,10.4,8,1,6.3,0,8,1,1018.5,8,1,,0,1,8.5,8,êºñkêº,8,1,4.6,8,1,0,1,8,1
2023/11/13,åé,11.3,8,1,16.1,8,1,6.6,8,1,10.2,0,8,1,1020.9,8,1,,0,1,9.9,8,êºñkêº,8,1,3.4,8,1,0,1,8,1
2023/11/14,âŒ,12.1,8,1,19.2,8,1,4.7,8,1,7.2,0,8,1,1022.9,8,1,,0,1,5.4,8,ñkêº,8,1,3.1,8,1,0,1,8,1
2023/11/15,êÖ,13.3,8,1,19.2,8,1,8.8,8,1,9.9,0,8,1,1023.7,8,1,,0,1,5.8,8,êºñkêº,8,1,2.9,8,1,0,1,8,1
2023/11/16,ñÿ,13.9,8,1,19.9,8,1,8.0,8,1,3.1,0,8,1,1019.4,8,1,,0,1,5.0,8,êºñkêº,8,1,2.5,8,1,7.5,0,8,1
2023/11/17,ã‡,12.7,8,1,17.5,8,1,8.9,8,1,5.8,0,8,1,1011.4,8,1,,0,1,9.8,8,êº,8,1,4.8,8,1,3.5,0,8,1
2023/11/18,ìy,10.8,8,1,13.6,8,1,6.9,8,1,9.2,0,8,1,1013.1,8,1,,0,1,13.1,8,êºñkêº,8,1,6.3,8,1,0.0,0,8,1
2023/11/19,ì˙,12.7,8,1,19.0,8,1,5.9,8,1,9.9,0,8,1,1016.9,8,1,,0,1,8.3,8,êºìÏêº,8,1,4.1,8,1,0,1,8,1
2023/11/20,åé,13.8,8,1,21.5,8,1,8.4,8,1,9.8,0,8,1,1018.8,8,1,,0,1,4.8,8,êº,8,1,2.8,8,1,0,1,8,1
2023/11/21,âŒ,13.7,8,1,21.8,8,1,7.3,8,1,9.8,0,8,1,1020.2,8,1,,0,1,5.1,8,êºñkêº,8,1,2.8,8,1,0,1,8,1
2023/11/22,êÖ,15.8,8,1,22.5,8,1,9.9,8,1,8.0,0,8,1,1017.2,8,1,,0,1,4.8,8,êºñkêº,8,1,2.7,8,1,0,1,8,1
2023/11/23,ñÿ,17.8,8,1,24.7,8,1,10.6,8,1,9.4,0,8,1,1013.8,8,1,,0,1,7.3,8,êº,8,1,3.6,8,1,0,1,8,1
2023/11/24,ã‡,15.6,8,1,19.2,8,1,8.9,8,1,9.7,0,8,1,1016.8,8,1,,0,1,8.4,8,êº,8,1,5.7,8,1,0,1,8,1
2023/11/25,ìy,9.4,8,1,15.0,8,1,3.5,8,1,9.8,0,8,1,1024.9,8,1,,0,1,4.2,8,êºñkêº,8,1,2.5,8,1,0,1,8,1
2023/11/26,ì˙,12.3,8,1,18.9,8,1,6.1,8,1,7.2,0,8,1,1021.4,8,1,,0,1,4.6,8,êºñkêº,8,1,2.5,8,1,0,1,8,1
2023/11/27,åé,15.9,8,1,21.8,8,1,12.8,8,1,7.7,0,8,1,1014.3,8,1,,0,1,6.4,8,êºìÏêº,8,1,2.6,8,1,2.5,0,8,1
2023/11/28,âŒ,15.4,8,1,19.5,8,1,10.1,8,1,9.3,0,8,1,1016.9,8,1,,0,1,11.6,8,êº,8,1,5.1,8,1,0,1,8,1
2023/11/29,êÖ,12.2,8,1,19.1,8,1,7.3,8,1,5.3,0,8,1,1020.8,8,1,,0,1,6.2,8,êº,8,1,2.7,8,1,0,1,8,1
2023/11/30,ñÿ,11.6,8,1,16.8,8,1,8.6,8,1,4.9,0,8,1,1019.3,8,1,,0,1,9.1,8,êº,8,1,4.6,8,1,0.0,0,8,1
2023/12/1,ã‡,9.6,8,1,14.1,8,1,5.6,8,1,5.0,0,8,1,1020.1,8,1,,0,1,9.3,8,êº,8,1,4.4,8,1,0,1,8,1
2023/12/2,ìy,8.5,8,1,15.2,8,1,4.2,8,1,9.3,0,8,1,1022.7,8,1,,0,1,5.1,8,êºñkêº,8,1,2.5,8,1,0,1,8,1
2023/12/3,ì˙,9.7,8,1,17.5,8,1,3.6,8,1,9.1,0,8,1,1022.6,8,1,,0,1,6.3,8,êºñkêº,8,1,3.3,8,1,0,1,8,1
2023/12/4,åé,9.8,8,1,16.3,8,1,3.3,8,1,8.0,0,8,1,1020.2,8,1,,0,1,5.7,8,ñkêº,8,1,2.5,8,1,0,1,8,1
2023/12/5,âŒ,10.8,8,1,14.3,8,1,8.4,8,1,0.3,0,8,1,1013.7,8,1,,0,1,5.4,8,êºñkêº,8,1,2.2,8,1,11.5,0,8,1
2023/12/6,êÖ,11.5,8,1,18.6,8,1,5.7,8,1,6.7,0,8,1,1012.3,8,1,,0,1,6.0,8,êº,8,1,3.1,8,1,0.0,0,8,1
2023/12/7,ñÿ,14.1,8,1,18.7,8,1,8.9,8,1,9.5,0,8,1,1013.4,8,1,,0,1,9.1,8,êº,8,1,5.3,8,1,0.0,0,8,1
2023/12/8,ã‡,11.4,8,1,19.1,8,1,5.0,8,1,9.3,0,8,1,1019.1,8,1,,0,1,4.9,8,ñkêº,8,1,2.9,8,1,0,1,8,1
2023/12/9,ìy,12.7,8,1,19.1,8,1,8.1,8,1,1.8,0,8,1,1019.6,8,1,,0,1,4.8,8,êºñkêº,8,1,2.5,8,1,0,1,8,1
2023/12/10,ì˙,14.2,8,1,21.5,8,1,7.9,8,1,7.4,0,8,1,1020.3,8,1,,0,1,4.2,8,êº,8,1,2.5,8,1,0.0,0,8,1
2023/12/11,åé,16.2,8,1,18.4,8,1,13.7,8,1,0.0,0,8,1,1015.0,8,1,,0,1,5.5,8,ñkìå,8,1,2.2,8,1,66.0,0,8,1
2023/12/12,âŒ,18.6,8,1,22.1,8,1,13.4,8,1,4.4,0,8,1,1010.8,8,1,,0,1,8.0,8,êºìÏêº,8,1,4.3,8,1,1.0,0,8,1
2023/12/13,êÖ,12.6,8,1,17.6,8,1,8.1,8,1,8.2,0,8,1,1023.4,8,1,,0,1,5.5,5,ìå),5,1,2.5,5,1,0,1,8,1
2023/12/14,ñÿ,14.8,8,1,20.3,8,1,8.7,8,1,2.2,0,8,1,1023.2,8,1,,0,1,4.1,8,êºñkêº,8,1,2.0,8,1,0.0,0,8,1
2023/12/15,ã‡,19.0,8,1,25.6,8,1,12.8,8,1,4.4,0,8,1,1013.9,8,1,,0,1,7.9,8,êºìÏêº,8,1,3.6,8,1,0.0,0,8,1
2023/12/16,ìy,14.8,8,1,21.1,8,1,8.4,8,1,2.1,0,8,1,1014.0,8,1,,0,1,11.6,8,êº,8,1,6.4,8,1,0.0,0,8,1
2023/12/17,ì˙,6.7,8,1,10.3,8,1,2.4,8,1,9.2,0,8,1,1024.6,8,1,,0,1,8.9,8,êºñkêº,8,1,5.4,8,1,0,1,8,1
2023/12/18,åé,5.4,8,1,11.0,8,1,-1.0,8,1,6.5,0,8,1,1028.0,8,1,,0,1,3.5,8,êºñkêº,8,1,2.0,8,1,0,1,8,1
2023/12/19,âŒ,7.2,8,1,8.4,8,1,5.7,8,1,0.0,0,8,1,1022.4,8,1,,0,1,4.3,8,ñkêº,8,1,1.9,8,1,20.5,0,8,1
2023/12/20,êÖ,8.9,8,1,12.7,8,1,6.9,8,1,3.4,0,8,1,1019.5,8,1,,0,1,8.7,8,êºñkêº,8,1,4.1,8,1,0.0,0,8,1
2023/12/21,ñÿ,6.1,8,1,10.8,8,1,1.8,8,1,7.2,0,8,1,1022.0,8,1,,0,1,8.5,8,êºñkêº,8,1,3.7,8,1,0,1,8,1
2023/12/22,ã‡,2.9,8,1,8.2,8,1,-0.7,8,1,8.0,0,8,1,1028.5,8,1,,0,1,8.3,8,êº,8,1,4.0,8,1,0,1,8,1
2023/12/23,ìy,3.5,8,1,10.7,8,1,-2.7,8,1,9.1,0,8,1,1031.9,8,1,,0,1,4.5,8,ñkêº,8,1,2.3,8,1,0,1,8,1
2023/12/24,ì˙,6.4,8,1,13.8,8,1,-0.5,8,1,6.3,0,8,1,1027.4,8,1,,0,1,5.2,8,êºñkêº,8,1,2.6,8,1,0,1,8,1
2023/12/25,åé,7.8,8,1,13.8,8,1,3.3,8,1,8.3,0,8,1,1025.3,8,1,,0,1,8.0,8,êºñkêº,8,1,3.8,8,1,0,1,8,1
2023/12/26,âŒ,6.3,8,1,13.9,8,1,-0.7,8,1,9.7,0,8,1,1027.5,8,1,,0,1,4.9,8,êºìÏêº,8,1,2.7,8,1,0,1,8,1
2023/12/27,êÖ,7.8,8,1,15.4,8,1,1.6,8,1,8.3,0,8,1,1027.1,8,1,,0,1,5.3,8,êºñkêº,8,1,2.9,8,1,0,1,8,1
2023/12/28,ñÿ,9.9,8,1,17.8,8,1,4.8,8,1,5.6,0,8,1,1024.2,8,1,,0,1,5.0,8,êºñkêº,8,1,2.7,8,1,0,1,8,1
2023/12/29,ã‡,9.8,8,1,16.5,8,1,3.5,8,1,9.5,0,8,1,1022.6,8,1,,0,1,4.5,8,êºñkêº,8,1,2.7,8,1,0,1,8,1
2023/12/30,ìy,10.3,8,1,15.8,8,1,4.7,8,1,1.9,0,8,1,1017.7,8,1,,0,1,4.7,8,ñkêº,8,1,2.6,8,1,8.0,0,8,1
2023/12/31,ì˙,12.9,8,1,18.5,8,1,6.3,8,1,8.7,0,8,1,1012.1,8,1,,0,1,14.1,8,êº,8,1,5.7,8,1,0.0,0,8,1
2024/1/1,åé,8.7,8,1,14.8,8,1,3.4,8,1,9.4,0,8,1,1021.8,8,1,,0,1,5.1,8,ìå,8,1,2.7,8,1,0,1,8,1
2024/1/2,âŒ,9.8,8,1,18.0,8,1,4.0,8,1,9.5,0,8,1,1019.4,8,1,,0,1,5.7,8,ìå,8,1,3.0,8,1,0,1,8,1
2024/1/3,êÖ,9.9,8,1,14.7,8,1,6.3,8,1,0.7,0,8,1,1014.0,8,1,,0,1,6.9,8,êºìÏêº,8,1,3.6,8,1,0.0,0,8,1
2024/1/4,ñÿ,7.8,8,1,14.0,8,1,3.7,8,1,9.6,0,8,1,1019.5,8,1,,0,1,4.9,8,êºñkêº,8,1,2.4,8,1,0,1,8,1
2024/1/5,ã‡,8.6,8,1,17.0,8,1,1.7,8,1,9.5,0,8,1,1020.9,8,1,,0,1,6.1,8,êº,8,1,3.2,8,1,0,1,8,1
2024/1/6,ìy,11.8,8,1,19.1,8,1,5.8,8,1,5.3,0,8,1,1016.4,8,1,,0,1,5.0,8,êºñkêº,8,1,3.0,8,1,0.0,0,8,1
2024/1/7,ì˙,8.7,8,1,13.7,8,1,4.7,8,1,9.6,0,8,1,1018.5,8,1,,0,1,9.6,8,êºñkêº,8,1,5.4,8,1,0,1,8,1
2024/1/8,åé,5.5,8,1,10.5,8,1,-0.1,8,1,9.2,0,8,1,1022.5,8,1,,0,1,4.4,8,êº,8,1,2.6,8,1,0,1,8,1
2024/1/9,âŒ,7.5,8,1,15.1,8,1,1.6,8,1,4.5,0,8,1,1018.9,8,1,,0,1,4.5,8,êºñkêº,8,1,2.6,8,1,0.0,0,8,1
2024/1/10,êÖ,9.3,8,1,15.6,8,1,5.7,8,1,0.8,0,8,1,1011.2,8,1,,0,1,5.7,8,êºñkêº,8,1,2.7,8,1,1.0,0,8,1
2024/1/11,ñÿ,9.3,8,1,15.5,8,1,2.9,8,1,9.8,0,8,1,1013.9,8,1,,0,1,6.5,8,êº,8,1,3.5,8,1,0,1,8,1
2024/1/12,ã‡,11.0,8,1,17.3,8,1,4.8,8,1,9.4,0,8,1,1015.4,8,1,,0,1,9.0,8,êº,8,1,4.3,8,1,0,1,8,1
2024/1/13,ìy,10.4,8,1,18.0,8,1,4.8,8,1,9.6,0,8,1,1018.1,8,1,,0,1,7.4,8,êºñkêº,8,1,2.8,8,1,0,1,8,1
2024/1/14,ì˙,9.7,8,1,18.5,8,1,0.9,8,1,9.7,0,8,1,1021.5,8,1,,0,1,6.6,8,êºìÏêº,8,1,3.4,8,1,0,1,8,1
2024/1/15,åé,12.4,8,1,18.1,8,1,5.6,8,1,9.2,0,8,1,1017.1,8,1,,0,1,8.9,8,êº,8,1,4.0,8,1,0.0,0,8,1
2024/1/16,âŒ,7.1,8,1,14.0,8,1,0.1,8,1,9.9,0,8,1,1026.2,8,1,,0,1,4.2,8,ìåñkìå,8,1,2.5,8,1,0,1,8,1
2024/1/17,êÖ,9.5,8,1,18.8,8,1,1.7,8,1,9.8,0,8,1,1026.6,8,1,,0,1,5.5,8,êº,8,1,2.7,8,1,0,1,8,1
2024/1/18,ñÿ,12.7,8,1,18.1,8,1,6.6,8,1,0.4,0,8,1,1020.6,8,1,,0,1,5.2,8,ñkêº,8,1,2.9,8,1,0.5,0,8,1
2024/1/19,ã‡,14.0,8,1,16.0,8,1,12.4,8,1,0.2,0,8,1,1019.8,8,1,,0,1,4.7,8,ñkìå,8,1,2.2,8,1,1.0,0,8,1
2024/1/20,ìy,13.9,8,1,15.6,8,1,12.5,8,1,0.0,0,8,1,1016.6,8,1,,0,1,2.8,8,êºñkêº,8,1,1.2,8,1,6.0,0,8,1
2024/1/21,ì˙,15.7,8,1,19.2,8,1,11.5,8,1,4.3,0,8,1,1013.5,8,1,,0,1,5.9,8,ñkìå,8,1,3.2,8,1,2.0,0,8,1
2024/1/22,åé,9.7,8,1,16.6,8,1,4.8,8,1,6.3,0,8,1,1017.5,8,1,,0,1,10.4,8,êº,8,1,5.0,8,1,0,1,8,1
2024/1/23,âŒ,4.2,8,1,7.9,8,1,2.2,8,1,7.1,0,8,1,1017.6,8,1,,0,1,11.5,8,êºñkêº,8,1,6.8,8,1,0,1,8,1
2024/1/24,êÖ,4.2,8,1,8.3,8,1,1.0,8,1,9.9,0,8,1,1017.7,8,1,,0,1,10.7,8,êº,8,1,6.7,8,1,0,1,8,1
2024/1/25,ñÿ,5.5,8,1,11.5,8,1,0.2,8,1,10.1,0,8,1,1021.3,8,1,,0,1,8.1,8,êºìÏêº,8,1,5.0,8,1,0,1,8,1
2024/1/26,ã‡,6.7,8,1,14.0,8,1,-0.4,8,1,10.1,0,8,1,1022.8,8,1,,0,1,6.0,8,êº,8,1,3.0,8,1,0,1,8,1
2024/1/27,ìy,7.9,8,1,15.1,8,1,0.5,8,1,10.0,0,8,1,1022.4,8,1,,0,1,5.6,8,êºìÏêº,8,1,3.1,8,1,0,1,8,1
2024/1/28,ì˙,8.4,8,1,13.0,8,1,2.9,8,1,5.6,0,8,1,1022.8,8,1,,0,1,10.5,8,êºñkêº,8,1,4.2,8,1,0.0,0,8,1
2024/1/29,åé,7.3,8,1,15.4,8,1,0.4,8,1,10.0,0,8,1,1027.1,8,1,,0,1,5.3,8,ñkêº,8,1,3.0,8,1,0,1,8,1
2024/1/30,âŒ,9.0,8,1,14.2,8,1,3.0,8,1,0.4,0,8,1,1026.5,8,1,,0,1,5.1,8,êºñkêº,8,1,2.5,8,1,0.5,0,8,1
2024/1/31,êÖ,12.3,8,1,16.5,8,1,9.6,8,1,0.0,0,8,1,1020.2,8,1,,0,1,4.2,8,ìÏêº,8,1,1.5,8,1,8.0,0,8,1
2024/2/1,ñÿ,12.7,8,1,14.8,8,1,9.9,8,1,0.2,0,8,1,1017.5,8,1,,0,1,4.4,8,êºìÏêº,8,1,2.0,8,1,19.0,0,8,1
2024/2/2,ã‡,11.7,8,1,13.0,8,1,9.1,8,1,0.0,0,8,1,1020.4,8,1,,0,1,4.3,8,ìåñkìå,8,1,1.4,8,1,2.5,0,8,1
2024/2/3,ìy,10.1,8,1,12.5,8,1,8.5,8,1,0.0,0,8,1,1022.2,8,1,,0,1,2.8,8,ñkñkìå,8,1,1.2,8,1,9.0,0,8,1
2024/2/4,ì˙,11.3,8,1,12.5,8,1,9.9,8,1,0.0,0,8,1,1019.8,8,1,,0,1,3.5,8,ñkñkìå,8,1,1.4,8,1,5.0,0,8,1
2024/2/5,åé,13.6,8,1,20.0,8,1,10.6,8,1,5.4,0,8,1,1011.6,8,1,,0,1,12.6,8,êº,8,1,4.3,8,1,38.0,0,8,1
2024/2/6,âŒ,11.7,8,1,14.8,8,1,9.0,8,1,8.4,0,8,1,1018.3,8,1,,0,1,4.9,8,ìå,8,1,2.0,8,1,0,1,8,1
2024/2/7,êÖ,12.1,8,1,16.0,8,1,8.5,8,1,4.7,0,8,1,1015.9,8,1,,0,1,4.6,8,êº,8,1,2.3,8,1,0.0,0,8,1
2024/2/8,ñÿ,9.9,8,1,14.0,8,1,6.6,8,1,4.8,0,8,1,1015.1,8,1,,0,1,4.0,8,ìåñkìå,8,1,2.3,8,1,0,1,8,1
2024/2/9,ã‡,9.6,8,1,16.4,8,1,4.0,8,1,9.3,0,8,1,1016.9,8,1,,0,1,8.2,8,êºñkêº,8,1,3.9,8,1,0,1,8,1
2024/2/10,ìy,9.2,8,1,14.7,8,1,5.6,8,1,10.2,0,8,1,1019.9,8,1,,0,1,9.1,8,êº,8,1,5.6,8,1,0,1,8,1
2024/2/11,ì˙,8.5,8,1,14.7,8,1,2.3,8,1,9.3,0,8,1,1021.5,8,1,,0,1,9.7,8,êº,8,1,4.4,8,1,0,1,8,1
2024/2/12,åé,9.5,8,1,14.6,8,1,4.3,8,1,10.4,0,8,1,1027.3,8,1,,0,1,6.6,8,êº,8,1,2.8,8,1,0,1,8,1
2024/2/13,âŒ,11.6,8,1,20.6,8,1,3.3,8,1,9.8,0,8,1,1028.7,8,1,,0,1,6.2,8,êº,8,1,3.3,8,1,0,1,8,1
2024/2/14,êÖ,13.5,8,1,20.9,8,1,7.4,8,1,4.4,0,8,1,1024.4,8,1,,0,1,4.5,8,êºñkêº,8,1,2.6,8,1,0.0,0,8,1
2024/2/15,ñÿ,16.8,8,1,23.1,8,1,12.6,8,1,4.4,0,8,1,1015.2,8,1,,0,1,7.8,8,êºìÏêº,8,1,3.4,8,1,2.0,0,8,1
2024/2/16,ã‡,12.8,8,1,15.7,8,1,9.8,8,1,2.0,0,8,1,1016.5,8,1,,0,1,6.9,8,êºìÏêº,8,1,2.6,8,1,0.0,0,8,1
2024/2/17,ìy,11.1,8,1,16.1,8,1,5.1,8,1,9.9,0,8,1,1020.2,8,1,,0,1,4.9,8,ìåìÏìå,8,1,2.4,8,1,0,1,8,1
2024/2/18,ì˙,13.5,8,1,18.9,8,1,6.3,8,1,10.2,0,8,1,1022.6,8,1,,0,1,4.8,8,ìåìÏìå,8,1,2.4,8,1,0.0,0,8,1
2024/2/19,åé,17.3,8,1,20.6,8,1,13.9,8,1,1.0,0,8,1,1016.0,8,1,,0,1,5.6,8,êºñkêº,8,1,2.3,8,1,8.5,0,8,1
2024/2/20,âŒ,18.1,8,1,22.0,8,1,14.8,8,1,2.1,0,8,1,1016.6,8,1,,0,1,5.1,8,êºñkêº,8,1,2.4,8,1,3.0,0,8,1
2024/2/21,êÖ,20.3,8,1,24.1,8,1,17.1,8,1,0.9,0,8,1,1013.6,8,1,,0,1,11.0,8,êºìÏêº,8,1,3.7,8,1,8.0,0,8,1
2024/2/22,ñÿ,17.2,8,1,21.3,8,1,11.8,8,1,0.2,0,8,1,1014.7,8,1,,0,1,7.7,8,êº,8,1,3.3,8,1,13.5,0,8,1
2024/2/23,ã‡,10.4,8,1,11.9,8,1,9.6,8,1,0.0,0,8,1,1019.1,8,1,,0,1,4.3,8,ñkñkìå,8,1,1.7,8,1,7.0,0,8,1
2024/2/24,ìy,9.2,8,1,11.2,8,1,6.6,8,1,0.1,0,8,1,1021.5,8,1,,0,1,5.9,8,ñkìå,8,1,2.5,8,1,2.0,0,8,1
2024/2/25,ì˙,11.2,8,1,14.8,8,1,8.4,8,1,0.3,0,8,1,1013.8,8,1,,0,1,4.7,8,ìåñkìå,8,1,2.0,8,1,17.0,0,8,1
2024/2/26,åé,10.5,8,1,15.8,8,1,5.5,8,1,6.9,0,8,1,1018.5,8,1,,0,1,6.4,8,ñkñkìå,8,1,3.1,8,1,0,1,8,1
2024/2/27,âŒ,8.9,8,1,13.4,8,1,5.0,8,1,10.8,0,8,1,1023.1,8,1,,0,1,6.7,8,ñkìå,8,1,3.4,8,1,0,1,8,1
2024/2/28,êÖ,8.3,8,1,13.7,8,1,2.0,8,1,7.4,0,8,1,1024.8,8,1,,0,1,4.2,8,ìåñkìå,8,1,2.2,5,1,0.0,0,8,1
2024/2/29,ñÿ,12.7,8,1,16.9,8,1,8.6,8,1,0.0,0,8,1,1014.3,8,1,,0,1,7.8,8,êº,8,1,2.9,8,1,20.0,0,8,1
2024/3/1,ã‡,11.8,8,1,16.6,8,1,6.0,8,1,10.7,0,8,1,1013.0,8,1,,0,1,10.3,8,êº,8,1,6.1,8,1,0.0,0,8,1
2024/3/2,ìy,7.0,8,1,12.1,8,1,3.8,8,1,10.2,0,8,1,1017.7,8,1,,0,1,6.7,8,êº,8,1,4.1,8,1,0,1,8,1
2024/3/3,ì˙,8.4,8,1,15.7,8,1,2.8,8,1,9.9,0,8,1,1019.5,8,1,,0,1,7.7,8,êºñkêº,8,1,4.0,8,1,0,1,8,1
